user_id,status,preferred_genres,preferred_artists,preferred_moods,preferred_tempo,recent_listening_level,recent_discovery_level,repeat_listening_ratio,new_artist_acceptance,personalization_strength,discovery_readiness,new_release_affinity
user_888,success,"acoustic, rnb","artist_q, artist_n","night, energetic",medium,high,high,0.79,0.26,medium,high,low
user_889,success,dance,artist_b,"energetic, soft",slow,medium,low,0.56,0.15,medium,high,low
user_890,success,"ballad, indie","artist_p, artist_n",,fast,medium,low,0.83,0.58,high,medium,low
user_891,success,"ballad, indie",,bright,slow,high,low,0.32,0.11,medium,medium,high
user_892,success,"acoustic, dance, indie, ballad",artist_q,"night, bright, energetic",fast,medium,high,0.94,0.39,low,medium,high
user_893,success,,artist_m,"soft, bright, calm",fast,low,medium,0.77,0.77,high,high,high
user_894,success,dance,artist_u,"night, energetic",fast,low,medium,0.78,0.24,medium,low,medium
user_895,success,"ballad, pop","artist_y, artist_q",calm,medium,low,low,0.9,0.97,low,medium,low
user_896,success,dance,artist_h,energetic,slow,medium,low,0.21,0.84,low,low,low
user_897,success,acoustic,,"soft, bright, night",slow,low,medium,0.02,0.88,low,high,high
user_898,success,"acoustic, rnb, pop",,,fast,medium,high,0.83,0.67,high,high,high
user_899,success,"pop, ballad","artist_i, artist_s",calm,slow,high,medium,0.14,0.92,high,medium,high
user_900,success,"rnb, indie, pop",artist_u,calm,medium,medium,high,0.99,0.42,low,low,high
user_901,success,acoustic,,energetic,fast,high,medium,0.54,0.85,medium,medium,low
user_902,success,,artist_n,"night, soft, calm",slow,low,low,0.46,0.59,high,low,low
user_903,success,"acoustic, ballad",,bright,medium,high,medium,0.79,0.93,low,high,medium
user_904,success,"rnb, indie",,"bright, night",slow,medium,high,0.16,0.96,low,medium,medium
user_905,success,"ballad, acoustic, rnb, dance",artist_t,"night, calm, bright",medium,low,high,0.37,0.15,low,low,high
user_906,success,,"artist_w, artist_s, artist_m","soft, night, calm",fast,medium,low,0.88,0.1,medium,high,medium
user_907,success,"acoustic, dance, rnb",artist_u,"bright, energetic",fast,low,high,0.34,0.55,medium,high,low
user_908,success,"rnb, acoustic",,"calm, bright",slow,low,low,0.45,0.65,high,medium,low
user_909,success,"dance, pop, rnb",artist_l,"calm, soft",slow,medium,high,0.11,0.87,medium,medium,medium
user_910,success,,"artist_v, artist_l, artist_i",calm,slow,low,high,0.4,0.32,low,medium,low
user_911,success,,,soft,slow,low,medium,0.38,0.59,medium,high,medium
user_912,success,"ballad, pop, dance","artist_s, artist_f","calm, night, energetic",fast,medium,high,0.07,0.72,high,low,low
user_913,success,"rnb, indie",artist_s,,medium,medium,low,0.73,0.57,low,high,high
user_914,success,acoustic,,"night, soft, energetic",medium,low,high,0.56,0.71,low,medium,high
user_915,success,"ballad, indie, rnb","artist_b, artist_c, artist_s","calm, night, bright",fast,high,medium,0.23,0.05,high,medium,medium
user_916,success,,"artist_m, artist_r",,medium,low,medium,0.14,0.45,high,high,medium
user_917,success,"indie, acoustic, pop, rnb",artist_r,,slow,low,high,0.43,0.63,low,low,low
user_918,success,"pop, acoustic, dance, rnb","artist_x, artist_o, artist_d",calm,medium,low,medium,0.9,0.38,medium,low,low
user_919,success,"dance, rnb, indie",,"night, soft, energetic",slow,low,high,0.07,0.13,low,low,low
user_920,success,"acoustic, rnb, indie","artist_l, artist_o, artist_p","energetic, bright, night",medium,low,low,0.59,0.57,high,low,high
user_921,success,ballad,"artist_u, artist_c","bright, night",slow,high,high,0.66,0.39,medium,medium,high
user_922,success,,,soft,fast,high,low,0.16,0.6,high,medium,low
user_923,success,"pop, dance",,,medium,low,low,0.54,0.95,high,medium,low
user_924,success,"indie, rnb",,night,slow,medium,medium,0.74,0.74,low,low,low
user_925,success,"acoustic, dance, pop, indie","artist_d, artist_z",,slow,high,high,0.22,0.43,low,high,low
user_926,success,ballad,artist_b,"bright, soft",fast,high,low,0.36,0.19,high,high,low
user_927,success,ballad,"artist_n, artist_r, artist_t","night, calm",slow,high,medium,0.39,0.82,medium,medium,high
user_928,success,"dance, rnb, ballad","artist_d, artist_x, artist_k",,fast,high,high,0.84,0.92,medium,low,low
user_929,success,acoustic,"artist_x, artist_z, artist_l","soft, calm",fast,low,medium,0.38,0.92,medium,low,low
user_930,success,"rnb, ballad","artist_j, artist_r","calm, night",fast,medium,low,0.47,0.33,medium,low,medium
user_931,success,"indie, pop, acoustic, dance",,"calm, soft, night",slow,low,high,0.32,0.08,low,high,medium
user_932,success,"rnb, indie, dance",artist_d,,fast,high,high,0.14,0.57,high,medium,low
user_933,success,"rnb, indie","artist_v, artist_y, artist_m",energetic,medium,high,medium,0.51,0.41,low,low,low
user_934,success,acoustic,,"energetic, calm",slow,low,high,0.82,0.31,medium,medium,high
user_935,success,"ballad, indie, dance, acoustic",artist_q,bright,medium,low,low,0.28,0.29,high,low,medium
user_936,success,"rnb, pop","artist_d, artist_j, artist_i","energetic, bright",medium,medium,medium,0.04,0.53,high,low,high
user_937,success,"acoustic, rnb, ballad",artist_c,energetic,fast,high,medium,0.02,0.83,high,medium,medium
user_938,success,"indie, acoustic, pop","artist_f, artist_v, artist_t",,medium,high,medium,0.24,0.47,high,high,medium
user_939,success,"indie, ballad",,,slow,high,medium,0.68,0.5,high,medium,medium
user_940,success,"ballad, rnb, dance, acoustic","artist_o, artist_e, artist_p",,fast,low,high,0.33,0.19,medium,high,low
user_941,success,"dance, rnb, indie, ballad",artist_y,night,fast,medium,high,0.98,0.92,high,low,high
user_942,success,"acoustic, pop",,bright,slow,low,low,0.57,0.68,low,medium,medium
user_943,success,,,,slow,low,medium,0.48,0.71,medium,high,medium
user_944,success,pop,"artist_z, artist_u","soft, energetic, calm",medium,low,low,0.16,0.07,high,low,high
user_945,success,"rnb, acoustic, dance",,bright,medium,high,medium,0.04,0.25,high,high,high
user_946,success,"rnb, dance, indie, pop",,"soft, calm",fast,low,low,0.2,0.04,low,low,medium
user_947,success,"acoustic, indie, pop, rnb","artist_u, artist_h",,medium,medium,medium,0.36,0.79,high,high,medium
user_948,success,"acoustic, rnb","artist_n, artist_y",,medium,high,medium,0.84,0.78,medium,medium,high
user_949,success,,,"night, energetic, bright",medium,high,medium,0.81,0.64,high,high,low
user_950,success,"rnb, acoustic, indie","artist_j, artist_w","calm, energetic, bright",medium,medium,low,0.47,0.79,high,medium,medium
user_951,success,"ballad, rnb, dance, indie",,"soft, calm, bright",slow,medium,low,0.34,0.24,medium,high,medium
user_952,success,indie,artist_e,,slow,low,low,0.71,0.34,medium,low,medium
user_953,success,,artist_x,energetic,medium,high,low,0.19,0.16,medium,low,high
user_954,success,,,"night, calm",slow,medium,low,0.82,0.33,low,low,medium
user_955,success,"indie, pop","artist_u, artist_z, artist_j","calm, energetic, night",medium,high,low,0.05,0.1,medium,low,medium
user_956,success,,,"night, bright, soft",slow,high,high,0.97,0.85,low,low,high
user_957,success,"ballad, acoustic","artist_f, artist_u, artist_z","night, calm",fast,medium,medium,0.73,0.7,medium,medium,high
user_958,success,"dance, rnb",,"calm, night",fast,high,high,0.38,0.26,high,low,low
user_959,success,"dance, ballad, indie, rnb",,,medium,high,high,0.05,0.93,high,medium,low
user_960,success,"dance, ballad, rnb",artist_p,"soft, energetic, night",fast,high,medium,0.26,0.7,medium,high,high
user_961,success,"acoustic, indie, rnb, dance","artist_z, artist_e","bright, energetic",fast,high,high,0.9,0.41,medium,low,low
user_962,success,,"artist_b, artist_o, artist_t",,slow,medium,low,0.96,0.3,medium,low,low
user_963,success,"ballad, dance, acoustic, indie","artist_e, artist_o, artist_m","energetic, night, soft",medium,medium,medium,0.28,0.41,high,high,high
user_964,success,"ballad, indie, rnb",artist_x,night,fast,low,low,0.37,0.18,medium,high,low
user_965,success,"indie, rnb, pop",,energetic,fast,high,low,0.44,0.12,low,high,low
user_966,success,,"artist_a, artist_i, artist_h",,fast,low,high,0.06,0.63,medium,high,high
user_967,success,,,soft,fast,high,high,0.99,0.32,medium,medium,low
user_968,success,ballad,"artist_c, artist_x","calm, night",medium,low,medium,0.86,0.57,low,low,low
user_969,success,"pop, ballad, rnb",,"calm, soft",slow,high,low,0.4,0.69,low,low,high
user_970,success,"dance, rnb, pop","artist_h, artist_k",,slow,low,low,0.51,0.58,medium,medium,low
user_971,success,"indie, acoustic, pop, rnb",artist_x,,fast,medium,medium,0.8,0.58,low,medium,low
user_972,success,"dance, acoustic",,calm,slow,high,low,0.65,0.4,medium,high,low
user_973,success,"acoustic, dance, indie",,soft,fast,low,medium,0.08,0.02,low,medium,low
user_974,success,,artist_j,,fast,medium,medium,0,0.04,low,high,high
user_975,success,indie,"artist_k, artist_u",,slow,low,low,0.71,0.7,medium,medium,medium
user_976,success,rnb,,"soft, calm",medium,high,medium,0.32,0.5,low,high,medium
user_977,success,indie,,,medium,high,high,0.65,0.11,low,medium,medium
user_978,success,,,,medium,medium,medium,0.95,0.62,medium,medium,medium
user_979,success,"rnb, acoustic, pop, indie","artist_j, artist_k",energetic,fast,medium,high,0.94,0.74,low,medium,medium
user_980,success,,artist_a,,medium,medium,high,0.29,0.45,low,high,low
user_981,success,dance,,,slow,medium,low,0.82,0.12,low,low,low
user_982,success,"rnb, ballad",,"energetic, soft",fast,medium,medium,0.83,0.75,medium,high,high
user_983,success,"ballad, dance",,,slow,low,low,0.78,0.08,high,high,medium
user_984,success,,"artist_i, artist_n","calm, soft",medium,high,high,0.8,0.73,low,medium,medium
user_985,success,,"artist_m, artist_a, artist_o",calm,slow,high,medium,0.1,0.36,low,high,high
user_986,success,"rnb, pop, acoustic",artist_m,,fast,medium,low,0.1,0.46,low,low,medium
user_987,success,"pop, ballad, acoustic","artist_v, artist_o","bright, night",medium,medium,medium,0.14,0.98,high,low,high
user_988,success,"dance, ballad","artist_r, artist_d, artist_s",night,fast,high,medium,0.58,0.13,high,high,high
user_989,success,ballad,"artist_s, artist_g",energetic,medium,low,low,0.81,0.84,low,medium,low
user_990,success,,"artist_g, artist_p","night, soft, energetic",slow,low,high,0.87,0.65,medium,low,high
user_991,success,"ballad, indie, rnb, pop","artist_e, artist_x","calm, night, energetic",fast,medium,high,0.51,0.86,high,high,medium
user_992,success,"ballad, pop, dance, indie",artist_j,,slow,high,low,0.31,0.03,high,medium,medium
user_993,success,"pop, acoustic, indie, dance","artist_c, artist_i",energetic,slow,medium,medium,0.02,0.26,low,medium,high
user_994,success,"acoustic, ballad, pop, dance","artist_w, artist_u, artist_o","bright, energetic",fast,medium,medium,0.73,0.04,medium,high,high
user_995,success,"ballad, rnb, acoustic, indie",artist_i,,slow,medium,high,0.06,0.59,medium,medium,low
user_996,success,"indie, dance, ballad","artist_f, artist_z, artist_q","calm, energetic, night",medium,medium,high,0.97,0.29,medium,high,high
user_997,success,"indie, rnb","artist_m, artist_o, artist_h","energetic, calm",medium,medium,medium,0.84,0.86,medium,low,medium
user_998,success,,"artist_b, artist_m",,slow,medium,medium,0.88,0.86,high,medium,low
user_999,success,pop,,"energetic, bright, soft",fast,medium,low,0.38,0.16,high,low,high
user_1000,success,,"artist_h, artist_e, artist_c","soft, energetic",medium,high,high,0.69,0.88,low,high,high
user_1001,success,"ballad, pop, indie, rnb","artist_t, artist_d","calm, energetic",fast,high,medium,0.86,0.4,medium,medium,medium
user_1002,success,indie,"artist_g, artist_j","soft, calm",fast,low,low,0.16,0.49,high,high,low
user_1003,success,"rnb, ballad, acoustic, dance",artist_l,"energetic, night",fast,high,low,0.54,0.77,low,high,medium
user_1004,success,pop,"artist_v, artist_p","bright, night",slow,low,medium,0.31,0.17,high,high,medium
user_1005,success,,artist_t,,fast,high,low,0.96,0.85,low,high,high
user_1006,success,"dance, ballad, indie",,"soft, energetic, calm",fast,medium,medium,0.71,0.04,low,high,high
user_1007,success,dance,,"energetic, bright",slow,medium,high,0.14,0.85,low,low,low
user_1008,success,"pop, rnb, acoustic, ballad","artist_a, artist_l, artist_d",,medium,high,high,0.29,0.13,high,medium,medium
user_1009,success,"pop, indie, ballad, rnb",,"calm, energetic, bright",slow,medium,high,0.84,0.08,high,medium,low
user_1010,success,,,energetic,fast,high,low,0.92,0.33,high,high,low
user_1011,success,ballad,"artist_l, artist_i, artist_u",soft,fast,low,medium,0.28,0.79,low,low,high
user_1012,success,dance,"artist_m, artist_f, artist_w",,fast,low,low,0.64,0.93,high,medium,low
user_1013,success,pop,"artist_m, artist_e, artist_r","calm, night, soft",slow,high,low,0.05,0.37,low,high,low
user_1014,success,"dance, rnb",artist_y,,slow,high,medium,0.08,0.71,low,medium,medium
user_1015,success,"ballad, rnb, dance","artist_v, artist_m","soft, calm",medium,low,high,0.89,0.63,high,high,medium
user_1016,success,"acoustic, pop, dance, indie","artist_t, artist_d","calm, soft",medium,high,high,0.87,0.7,high,low,high
user_1017,success,rnb,artist_a,,medium,low,high,0.96,0.66,low,low,low
user_1018,success,pop,,calm,medium,high,low,0.24,0.94,medium,low,medium
user_1019,success,pop,"artist_i, artist_a","night, bright, calm",medium,high,medium,0.97,0.13,low,high,high
user_1020,success,dance,"artist_p, artist_q, artist_d","soft, bright",fast,medium,high,0.85,0.46,high,low,high
user_1021,success,"ballad, rnb","artist_j, artist_t","soft, energetic",medium,medium,low,0.9,0.65,low,medium,medium
user_1022,success,"rnb, acoustic, ballad, indie",,,medium,high,medium,0.03,0.55,high,medium,low
user_1023,success,,,"night, calm, bright",slow,high,high,0.83,0.12,high,low,low
user_1024,success,ballad,"artist_w, artist_d, artist_j",calm,fast,medium,low,0.94,0.86,medium,medium,low
user_1025,success,,,bright,fast,low,high,0.55,0.2,medium,low,low
user_1026,success,,,energetic,fast,low,high,0.26,0.62,medium,medium,medium
user_1027,success,"acoustic, ballad, rnb, indie","artist_j, artist_y",energetic,slow,high,medium,0.55,0.06,high,low,medium
user_1028,success,,"artist_r, artist_z",bright,medium,medium,medium,0.18,0.75,low,medium,medium
user_1029,success,indie,artist_f,"energetic, soft, bright",fast,medium,high,0.46,0.64,high,medium,low
user_1030,success,indie,artist_j,night,fast,low,low,0.19,0.63,medium,medium,low
user_1031,success,,"artist_m, artist_b, artist_a","energetic, bright",fast,low,high,0.11,0.76,medium,low,medium
user_1032,success,"ballad, dance","artist_f, artist_g","bright, night",medium,high,low,0.19,0.01,low,low,low
user_1033,success,"indie, acoustic, ballad","artist_l, artist_j","energetic, night",slow,medium,medium,0.12,0.12,medium,low,high
user_1034,success,"dance, pop","artist_o, artist_c, artist_h","energetic, calm",fast,medium,high,0.89,0.73,high,high,low
user_1035,success,"acoustic, indie","artist_w, artist_n","energetic, night",medium,low,low,0.68,0.91,high,medium,low
user_1036,success,"ballad, indie","artist_e, artist_f",,fast,high,low,0.29,0.82,medium,low,high
user_1037,success,,,calm,slow,low,medium,0.31,0.29,high,low,low
user_1038,success,"indie, acoustic",artist_r,"energetic, soft",fast,low,high,0.05,0.7,medium,low,high
user_1039,success,"pop, dance, indie",artist_w,"night, bright, energetic",slow,high,high,0.16,0.91,medium,medium,high
user_1040,success,"rnb, indie, dance, acoustic",artist_p,,fast,high,high,0.56,0.83,medium,medium,high
user_1041,success,,"artist_l, artist_f",night,slow,low,medium,0.03,0.01,low,medium,high
user_1042,success,acoustic,"artist_z, artist_x","calm, night",slow,medium,high,0.77,0.43,high,medium,medium
user_1043,success,,"artist_x, artist_d","bright, night",medium,low,medium,0.18,0.08,medium,low,low
user_1044,success,"ballad, rnb, indie","artist_h, artist_n","calm, bright",medium,high,low,0.96,0.07,high,medium,medium
user_1045,success,"dance, ballad, pop",artist_w,"bright, night",slow,low,low,0.23,0.06,medium,high,high
user_1046,success,"acoustic, ballad",artist_h,night,medium,high,low,0,0.61,high,low,high
user_1047,success,"dance, indie, ballad, acoustic","artist_p, artist_h",,fast,low,medium,0.25,0.88,low,low,high
user_1048,success,dance,,bright,fast,medium,medium,0.07,0.64,low,medium,low
user_1049,success,"ballad, dance","artist_b, artist_i",,medium,low,high,0.39,0.65,medium,low,high
user_1050,success,"dance, acoustic, pop, rnb","artist_z, artist_h","night, calm, bright",fast,high,high,0.48,0.2,high,low,medium
user_1051,success,"ballad, dance, rnb","artist_u, artist_g, artist_f","calm, bright, night",medium,medium,low,0.57,0.04,low,low,low
user_1052,success,"acoustic, dance, indie","artist_a, artist_d","calm, bright",medium,high,low,0,0.54,medium,low,high
user_1053,success,"pop, rnb, acoustic, ballad",artist_c,soft,medium,medium,high,0.55,0.77,medium,high,high
user_1054,success,,artist_w,,slow,high,medium,0.81,0.61,low,low,medium
user_1055,success,pop,"artist_h, artist_o, artist_z",,slow,low,high,0.98,0.85,low,medium,low
user_1056,success,"pop, dance","artist_j, artist_k, artist_e","bright, soft, calm",medium,high,medium,0.86,0.32,medium,medium,low
